"month","country","value","date"
"04","Trinidad and Tobago",0.006,2021-04-01
"05","Trinidad and Tobago",0.012,2021-05-01
"06","Trinidad and Tobago",0.021,2021-06-01
"07","Trinidad and Tobago",0.026,2021-07-01
"08","Trinidad and Tobago",0.03,2021-08-01
"09","Trinidad and Tobago",0.034,2021-09-01
"10","Trinidad and Tobago",0.039,2021-10-01
"11","Trinidad and Tobago",0.045,2021-11-01
"12","Trinidad and Tobago",0.059,2021-12-01
"01","Tunisia",0.015,2021-01-01
"02","Tunisia",0.019,2021-02-01
"03","Tunisia",0.021,2021-03-01
"04","Tunisia",0.024,2021-04-01
"05","Tunisia",0.028,2021-05-01
"06","Tunisia",0.032,2021-06-01
"07","Tunisia",0.044,2021-07-01
"08","Tunisia",0.053,2021-08-01
"09","Tunisia",0.058,2021-09-01
"10","Tunisia",0.06,2021-10-01
"11","Tunisia",0.061,2021-11-01
"12","Tunisia",0.061,2021-12-01
"01","Turkey",0.028,2021-01-01
"02","Turkey",0.031,2021-02-01
"03","Turkey",0.035,2021-03-01
"04","Turkey",0.049,2021-04-01
"05","Turkey",0.06,2021-05-01
"06","Turkey",0.063,2021-06-01
"07","Turkey",0.066,2021-07-01
"08","Turkey",0.072,2021-08-01
"09","Turkey",0.08,2021-09-01
"10","Turkey",0.09,2021-10-01
"11","Turkey",0.1,2021-11-01
"12","Turkey",0.108,2021-12-01
"01","Tuvalu",0,2021-01-01
"02","Tuvalu",0,2021-02-01
"03","Tuvalu",0,2021-03-01
"04","Tuvalu",0,2021-04-01
"05","Tuvalu",0,2021-05-01
"06","Tuvalu",0,2021-06-01
"07","Tuvalu",0,2021-07-01
"08","Tuvalu",0,2021-08-01
"09","Tuvalu",0,2021-09-01
"10","Tuvalu",0,2021-10-01
"11","Tuvalu",0,2021-11-01
"12","Tuvalu",0,2021-12-01
"01","Uganda",0.001,2021-01-01
"02","Uganda",0.001,2021-02-01
"03","Uganda",0.001,2021-03-01
"04","Uganda",0.001,2021-04-01
"05","Uganda",0.001,2021-05-01
"06","Uganda",0.001,2021-06-01
"07","Uganda",0.002,2021-07-01
"08","Uganda",0.002,2021-08-01
"09","Uganda",0.003,2021-09-01
"10","Uganda",0.003,2021-10-01
"11","Uganda",0.003,2021-11-01
"12","Uganda",0.003,2021-12-01
"01","Ukraine",0.848,2021-01-01
"02","Ukraine",0.946,2021-02-01
"03","Ukraine",1.106,2021-03-01
"04","Ukraine",1.398,2021-04-01
"05","Ukraine",1.578,2021-05-01
"06","Ukraine",1.636,2021-06-01
"07","Ukraine",1.658,2021-07-01
"08","Ukraine",1.688,2021-08-01
"09","Ukraine",1.749,2021-09-01
"10","Ukraine",1.979,2021-10-01
"11","Ukraine",2.416,2021-11-01
"12","Ukraine",2.687,2021-12-01
"01","United Arab Emirates",0.025,2021-01-01
"02","United Arab Emirates",0.035,2021-02-01
"03","United Arab Emirates",0.043,2021-03-01
"04","United Arab Emirates",0.05,2021-04-01
"05","United Arab Emirates",0.055,2021-05-01
"06","United Arab Emirates",0.061,2021-06-01
"07","United Arab Emirates",0.067,2021-07-01
"08","United Arab Emirates",0.071,2021-08-01
"09","United Arab Emirates",0.074,2021-09-01
"10","United Arab Emirates",0.075,2021-10-01
"11","United Arab Emirates",0.075,2021-11-01
"12","United Arab Emirates",0.075,2021-12-01
"01","Uruguay",0.009,2021-01-01
"02","Uruguay",0.014,2021-02-01
"03","Uruguay",0.022,2021-03-01
"04","Uruguay",0.045,2021-04-01
"05","Uruguay",0.07,2021-05-01
"06","Uruguay",0.098,2021-06-01
"07","Uruguay",0.109,2021-07-01
"08","Uruguay",0.11,2021-08-01
"09","Uruguay",0.111,2021-09-01
"10","Uruguay",0.113,2021-10-01
"11","Uruguay",0.114,2021-11-01
"12","Uruguay",0.116,2021-12-01
"01","US",2266.762,2021-01-01
"02","US",2656.079,2021-02-01
"03","US",2839.739,2021-03-01
"04","US",3023.781,2021-04-01
"05","US",3159.773,2021-05-01
"06","US",3215.082,2021-06-01
"07","US",3276.583,2021-07-01
"08","US",3553.19,2021-08-01
"09","US",3988.304,2021-09-01
"10","US",4300.005,2021-10-01
"11","US",4529.613,2021-11-01
"12","US",4873.253,2021-12-01
"01","Uzbekistan",0.002,2021-01-01
"02","Uzbekistan",0.002,2021-02-01
"03","Uzbekistan",0.002,2021-03-01
"04","Uzbekistan",0.003,2021-04-01
"05","Uzbekistan",0.003,2021-05-01
"06","Uzbekistan",0.003,2021-06-01
"07","Uzbekistan",0.004,2021-07-01
"08","Uzbekistan",0.004,2021-08-01
"09","Uzbekistan",0.005,2021-09-01
"10","Uzbekistan",0.005,2021-10-01
"11","Uzbekistan",0.006,2021-11-01
"12","Uzbekistan",0.006,2021-12-01
"01","Vanuatu",0,2021-01-01
"02","Vanuatu",0,2021-02-01
"03","Vanuatu",0,2021-03-01
"04","Vanuatu",0,2021-04-01
"05","Vanuatu",0,2021-05-01
"06","Vanuatu",0,2021-06-01
"07","Vanuatu",0,2021-07-01
"08","Vanuatu",0,2021-08-01
"09","Vanuatu",0,2021-09-01
"10","Vanuatu",0,2021-10-01
"11","Vanuatu",0,2021-11-01
"12","Vanuatu",0,2021-12-01
"01","Venezuela",0.004,2021-01-01
"02","Venezuela",0.005,2021-02-01
"03","Venezuela",0.005,2021-03-01
"04","Venezuela",0.006,2021-04-01
"05","Venezuela",0.008,2021-05-01
"06","Venezuela",0.009,2021-06-01
"07","Venezuela",0.01,2021-07-01
"08","Venezuela",0.011,2021-08-01
"09","Venezuela",0.012,2021-09-01
"10","Venezuela",0.014,2021-10-01
"11","Venezuela",0.015,2021-11-01
"12","Venezuela",0.015,2021-12-01
"01","Vietnam",0,2021-01-01
"02","Vietnam",0,2021-02-01
"03","Vietnam",0,2021-03-01
"04","Vietnam",0,2021-04-01
"05","Vietnam",0,2021-05-01
"06","Vietnam",0,2021-06-01
"07","Vietnam",0.001,2021-07-01
"08","Vietnam",0.003,2021-08-01
"09","Vietnam",0.007,2021-09-01
"10","Vietnam",0.009,2021-10-01
"11","Vietnam",0.011,2021-11-01
"12","Vietnam",0.015,2021-12-01
"01","West Bank and Gaza",0.03,2021-01-01
"02","West Bank and Gaza",0.033,2021-02-01
"03","West Bank and Gaza",0.042,2021-03-01
"04","West Bank and Gaza",0.054,2021-04-01
"05","West Bank and Gaza",0.059,2021-05-01
"06","West Bank and Gaza",0.061,2021-06-01
"07","West Bank and Gaza",0.062,2021-07-01
"08","West Bank and Gaza",0.064,2021-08-01
"09","West Bank and Gaza",0.074,2021-09-01
"10","West Bank and Gaza",0.086,2021-10-01
"11","West Bank and Gaza",0.09,2021-11-01
"12","West Bank and Gaza",0.091,2021-12-01
"01","Yemen",0,2021-01-01
"02","Yemen",0,2021-02-01
"03","Yemen",0,2021-03-01
"04","Yemen",0,2021-04-01
"05","Yemen",0,2021-05-01
"06","Yemen",0,2021-06-01
"07","Yemen",0,2021-07-01
"08","Yemen",0,2021-08-01
"09","Yemen",0,2021-09-01
"10","Yemen",0,2021-10-01
"11","Yemen",0,2021-11-01
"12","Yemen",0,2021-12-01
"01","Zambia",0.002,2021-01-01
"02","Zambia",0.004,2021-02-01
"03","Zambia",0.005,2021-03-01
"04","Zambia",0.005,2021-04-01
"05","Zambia",0.005,2021-05-01
"06","Zambia",0.007,2021-06-01
"07","Zambia",0.01,2021-07-01
"08","Zambia",0.011,2021-08-01
"09","Zambia",0.011,2021-09-01
"10","Zambia",0.011,2021-10-01
"11","Zambia",0.011,2021-11-01
"12","Zambia",0.012,2021-12-01
"01","Zimbabwe",0.002,2021-01-01
"02","Zimbabwe",0.002,2021-02-01
"03","Zimbabwe",0.002,2021-03-01
"04","Zimbabwe",0.003,2021-04-01
"05","Zimbabwe",0.003,2021-05-01
"06","Zimbabwe",0.003,2021-06-01
"07","Zimbabwe",0.005,2021-07-01
"08","Zimbabwe",0.008,2021-08-01
"09","Zimbabwe",0.009,2021-09-01
"10","Zimbabwe",0.009,2021-10-01
"11","Zimbabwe",0.009,2021-11-01
"12","Zimbabwe",0.012,2021-12-01
